file,line,type,snippet
"scans\stub-report-2025-09-09T12-09-05-411Z.json",524,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",525,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",531,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",532,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",538,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",539,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",545,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",546,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",552,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",553,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",559,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",560,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",566,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",567,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",573,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",574,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",580,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",581,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",587,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",588,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",594,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",595,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",601,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",602,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",608,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",609,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",615,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",616,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",622,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",623,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",629,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",630,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",636,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",637,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",643,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",644,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",650,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",651,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",657,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",658,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",664,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",665,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",671,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",672,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",678,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",679,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",685,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",686,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",692,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",693,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",699,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",700,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.json",706,MARKER,"""status"": ""STUB"","
"scans\stub-report-2025-09-09T12-09-05-411Z.json",707,MARKER,"""reason"": ""STUB:PHASE3 header"""
"scans\stub-report-2025-09-09T12-09-05-411Z.md",1,MARKER,"# Stub Report"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",9,MARKER,"| auth | router | STUB | STUB:PHASE3 header | apps\api\src\router\auth.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",10,MARKER,"| auth | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\auth.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",11,MARKER,"| auth | e2e | STUB | STUB:PHASE3 header | web\specs\auth.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",12,MARKER,"| auth | page | STUB | STUB:PHASE3 header | web\src\app\auth\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",13,MARKER,"| auth | types | STUB | STUB:PHASE3 header | shared\types\src\auth.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",14,MARKER,"| onboarding | router | STUB | STUB:PHASE3 header | apps\api\src\router\onboarding.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",15,MARKER,"| onboarding | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\onboarding.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",16,MARKER,"| onboarding | e2e | STUB | STUB:PHASE3 header | web\specs\onboarding.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",17,MARKER,"| onboarding | page | STUB | STUB:PHASE3 header | web\src\app\onboarding\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",18,MARKER,"| onboarding | types | STUB | STUB:PHASE3 header | shared\types\src\onboarding.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",19,MARKER,"| dashboard | router | STUB | STUB:PHASE3 header | apps\api\src\router\dashboard.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",20,MARKER,"| dashboard | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\dashboard.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",21,MARKER,"| dashboard | e2e | STUB | STUB:PHASE3 header | web\specs\dashboard.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",22,MARKER,"| dashboard | page | STUB | STUB:PHASE3 header | web\src\app\dashboard\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",23,MARKER,"| dashboard | types | STUB | STUB:PHASE3 header | shared\types\src\dashboard.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",24,MARKER,"| tracker | router | STUB | placeholder test | apps\api\src\router\tracker.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",25,MARKER,"| tracker | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\tracker.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",26,MARKER,"| tracker | e2e | STUB | STUB:PHASE3 header | web\specs\tracker.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",28,MARKER,"| tracker | types | STUB | STUB:PHASE3 header | shared\types\src\tracker.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",29,MARKER,"| resume | router | STUB | STUB:PHASE3 header | apps\api\src\router\resume.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",30,MARKER,"| resume | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\resume.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",31,MARKER,"| resume | e2e | STUB | STUB:PHASE3 header | web\specs\resume.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",32,MARKER,"| resume | page | STUB | STUB:PHASE3 header | web\src\app\resume\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",33,MARKER,"| resume | types | STUB | STUB:PHASE3 header | shared\types\src\resume.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",34,MARKER,"| settings | router | STUB | STUB:PHASE3 header | apps\api\src\router\settings.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",35,MARKER,"| settings | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\settings.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",36,MARKER,"| settings | e2e | STUB | STUB:PHASE3 header | web\specs\settings.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",37,MARKER,"| settings | page | STUB | STUB:PHASE3 header | web\src\app\settings\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",38,MARKER,"| settings | types | STUB | STUB:PHASE3 header | shared\types\src\settings.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",39,MARKER,"| profile | router | STUB | STUB:PHASE3 header | apps\api\src\router\profile.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",40,MARKER,"| profile | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\profile.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",41,MARKER,"| profile | e2e | STUB | STUB:PHASE3 header | web\specs\profile.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",42,MARKER,"| profile | page | STUB | STUB:PHASE3 header | web\src\app\profile\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",43,MARKER,"| profile | types | STUB | STUB:PHASE3 header | shared\types\src\profile.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",44,MARKER,"| goals | router | STUB | STUB:PHASE3 header | apps\api\src\router\goals.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",45,MARKER,"| goals | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\goals.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",46,MARKER,"| goals | e2e | STUB | STUB:PHASE3 header | web\specs\goals.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",47,MARKER,"| goals | page | STUB | STUB:PHASE3 header | web\src\app\goals\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",48,MARKER,"| goals | types | STUB | STUB:PHASE3 header | shared\types\src\goals.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",49,MARKER,"| planner | router | STUB | STUB:PHASE3 header | apps\api\src\router\planner.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",50,MARKER,"| planner | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\planner.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",51,MARKER,"| planner | e2e | STUB | STUB:PHASE3 header | web\specs\planner.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",52,MARKER,"| planner | page | STUB | STUB:PHASE3 header | web\src\app\planner\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",53,MARKER,"| planner | types | STUB | STUB:PHASE3 header | shared\types\src\planner.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",54,MARKER,"| calendar | router | STUB | STUB:PHASE3 header | apps\api\src\router\calendar.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",55,MARKER,"| calendar | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\calendar.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",56,MARKER,"| calendar | e2e | STUB | STUB:PHASE3 header | web\specs\calendar.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",57,MARKER,"| calendar | page | STUB | STUB:PHASE3 header | web\src\app\calendar\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",58,MARKER,"| calendar | types | STUB | STUB:PHASE3 header | shared\types\src\calendar.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",59,MARKER,"| roadmap | router | STUB | STUB:PHASE3 header | apps\api\src\router\roadmap.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",60,MARKER,"| roadmap | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\roadmap.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",61,MARKER,"| roadmap | e2e | STUB | STUB:PHASE3 header | web\specs\roadmap.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",62,MARKER,"| roadmap | page | STUB | STUB:PHASE3 header | web\src\app\roadmap\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",63,MARKER,"| roadmap | types | STUB | STUB:PHASE3 header | shared\types\src\roadmap.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",64,MARKER,"| interviews | router | STUB | STUB:PHASE3 header | apps\api\src\router\interviews.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",65,MARKER,"| interviews | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\interviews.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",66,MARKER,"| interviews | e2e | STUB | STUB:PHASE3 header | web\specs\interviews.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",67,MARKER,"| interviews | page | STUB | STUB:PHASE3 header | web\src\app\interviews\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",68,MARKER,"| interviews | types | STUB | STUB:PHASE3 header | shared\types\src\interviews.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",69,MARKER,"| activity | router | STUB | STUB:PHASE3 header | apps\api\src\router\activity.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",70,MARKER,"| activity | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\activity.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",71,MARKER,"| activity | e2e | STUB | STUB:PHASE3 header | web\specs\activity.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",72,MARKER,"| activity | page | STUB | STUB:PHASE3 header | web\src\app\activity\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",73,MARKER,"| activity | types | STUB | STUB:PHASE3 header | shared\types\src\activity.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",74,MARKER,"| notifications | router | STUB | STUB:PHASE3 header | apps\api\src\router\notifications.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",75,MARKER,"| notifications | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\notifications.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",76,MARKER,"| notifications | e2e | STUB | STUB:PHASE3 header | web\specs\notifications.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",77,MARKER,"| notifications | page | STUB | STUB:PHASE3 header | web\src\app\notifications\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",78,MARKER,"| notifications | types | STUB | STUB:PHASE3 header | shared\types\src\notifications.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",79,MARKER,"| summary | router | STUB | STUB:PHASE3 header | apps\api\src\router\summary.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",80,MARKER,"| summary | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\summary.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",81,MARKER,"| summary | e2e | STUB | STUB:PHASE3 header | web\specs\summary.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",82,MARKER,"| summary | page | STUB | STUB:PHASE3 header | web\src\app\summary\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",83,MARKER,"| summary | types | STUB | STUB:PHASE3 header | shared\types\src\summary.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",84,MARKER,"| skills | router | STUB | STUB:PHASE3 header | apps\api\src\router\skills.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",85,MARKER,"| skills | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\skills.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",86,MARKER,"| skills | e2e | STUB | STUB:PHASE3 header | web\specs\skills.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",87,MARKER,"| skills | page | STUB | STUB:PHASE3 header | web\src\app\skills\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",88,MARKER,"| skills | types | STUB | STUB:PHASE3 header | shared\types\src\skills.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",89,MARKER,"| insights | router | STUB | STUB:PHASE3 header | apps\api\src\router\insights.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",90,MARKER,"| insights | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\insights.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",91,MARKER,"| insights | e2e | STUB | STUB:PHASE3 header | web\specs\insights.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",92,MARKER,"| insights | page | STUB | STUB:PHASE3 header | web\src\app\insights\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",93,MARKER,"| insights | types | STUB | STUB:PHASE3 header | shared\types\src\insights.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",94,MARKER,"| metrics | router | STUB | STUB:PHASE3 header | apps\api\src\router\metrics.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",95,MARKER,"| metrics | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\metrics.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",96,MARKER,"| metrics | e2e | STUB | STUB:PHASE3 header | web\specs\metrics.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",97,MARKER,"| metrics | page | STUB | STUB:PHASE3 header | web\src\app\metrics\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",98,MARKER,"| metrics | types | STUB | STUB:PHASE3 header | shared\types\src\metrics.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",99,MARKER,"| achievements | router | STUB | STUB:PHASE3 header | apps\api\src\router\achievements.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",100,MARKER,"| achievements | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\achievements.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",101,MARKER,"| achievements | e2e | STUB | STUB:PHASE3 header | web\specs\achievements.e2e.spec.ts |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",102,MARKER,"| achievements | page | STUB | STUB:PHASE3 header | web\src\app\achievements\page.tsx |"
"scans\stub-report-2025-09-09T12-09-05-411Z.md",103,MARKER,"| achievements | types | STUB | STUB:PHASE3 header | shared\types\src\achievements.ts |"
